"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",4.30021748193327,0.16946174655922,25.3757415419446,3.73688523815238e-62
"dead_coral_z",0.23306122046531,0.0895636140632576,2.60218642249856,0.0100134709018518
"turf_z",-0.252838729115781,0.0860542259616035,-2.93813262847306,0.00372223695302462
"macroalgae_z",0.259025781534302,0.118413150006314,2.18747479921352,0.0299617377942416
"rock_z",1.49041267126488,0.555545221890149,2.68279270982478,0.00796244186810289
"depth_to_benthos_z",0.413793051707054,0.170343503203331,2.42916837992424,0.0160894847070654
"percent_N_jan_z",0.42652516765189,0.138314904142209,3.08372528829834,0.00235739484673956
"percent_N_aug_z",1.30793207124273,0.178828304854374,7.31389850341546,7.61257786019974e-12
"may_d15_z",-2.04135852045786,0.200662258572582,-10.17310646745,1.37189337954549e-19
